method,k,alpha,beta,vocab_size,avg_real_kmers,alpha_pseudo_mass,alpha_pseudo_real_ratio,silhouette_score,mean_functional_silhouette,mean_pathological_silhouette,mean_within_class_distance,mean_between_class_distance,within_between_ratio,dunn_index,nearest_neighbor_accuracy,matrix_file
SIWKL,31,1.0,1e-06,236913,227854.9,236913.0,1.0397538082349775,0.06237347738658464,-0.07150404838253219,0.1962510031557015,0.0036328560427051466,0.0038630994770177877,0.940399299660183,0.8853183122933096,0.5,SIWKL_matrix_k31_alpha1p0_beta1em06.txt
SIWKL,31,0.1,1.0,236913,227854.9,23691.300000000003,0.10397538082349778,0.06318066211472326,-0.06994164452306713,0.1963029687525136,0.023541666774205675,0.025058473804478412,0.9394692972082899,0.8827394056107735,0.5,SIWKL_matrix_k31_alpha0p1_beta1p0.txt
SIWKL,31,0.1,0.1,236913,227854.9,23691.300000000003,0.10397538082349778,0.06216198985536964,-0.06969335900201726,0.19401733871275653,0.023189685103402757,0.024657605944783362,0.940467827871539,0.8831721458410634,0.5,SIWKL_matrix_k31_alpha0p1_beta0p1.txt
SIWKL,31,0.1,0.01,236913,227854.9,23691.300000000003,0.10397538082349778,0.06200878107335962,-0.06966540300827803,0.19368296515499728,0.023138909512529834,0.024599668804846254,0.9406187414999407,0.8832304183957975,0.5,SIWKL_matrix_k31_alpha0p1_beta0p01.txt
SIWKL,31,0.1,0.001,236913,227854.9,23691.300000000003,0.10397538082349778,0.061992628688427275,-0.06966257090475872,0.19364782828161325,0.023133584939872408,0.024593591860350796,0.9406346608999324,0.8832364830033116,0.5,SIWKL_matrix_k31_alpha0p1_beta0p001.txt
SIWKL,31,0.1,0.0001,236913,227854.9,23691.300000000003,0.10397538082349778,0.06199100459245251,-0.06966228732208427,0.19364429650698928,0.023133049858560385,0.02459298115691806,0.9406362616617143,0.8832370919882043,0.5,SIWKL_matrix_k31_alpha0p1_beta0p0001.txt
SIWKL,31,0.1,1e-06,236913,227854.9,23691.300000000003,0.10397538082349778,0.061990825842930565,-0.0696622561238489,0.19364390780971003,0.023132990970305946,0.02459291394593045,0.9406364378440771,0.8832371590047405,0.5,SIWKL_matrix_k31_alpha0p1_beta1em06.txt
SIWKL,31,0.01,1.0,236913,227854.9,2369.13,0.010397538082349778,0.06303715572434804,-0.06928864007654892,0.19536295152524502,0.04943778833278027,0.052617914512135606,0.9395619113976499,0.8819682343197839,0.5,SIWKL_matrix_k31_alpha0p01_beta1p0.txt
SIWKL,31,0.01,0.1,236913,227854.9,2369.13,0.010397538082349778,0.06202038323385878,-0.06905352324348824,0.1930942897112058,0.04870012444954255,0.0517778100137796,0.940559757868902,0.8824238619177868,0.5,SIWKL_matrix_k31_alpha0p01_beta0p1.txt
SIWKL,31,0.01,0.01,236913,227854.9,2369.13,0.010397538082349778,0.06186742375313361,-0.06902743462793438,0.19276228213420157,0.04859370269301264,0.05165637903026913,0.9407105880289858,0.8824852246041596,0.5,SIWKL_matrix_k31_alpha0p01_beta0p01.txt
SIWKL,31,0.01,0.001,236913,227854.9,2369.13,0.010397538082349778,0.06185129722708031,-0.06902479810752346,0.19272739256168409,0.04858254269026324,0.05164364217385244,0.9407264988537338,0.882491610569435,0.5,SIWKL_matrix_k31_alpha0p01_beta0p001.txt
SIWKL,31,0.01,0.0001,236913,227854.9,2369.13,0.010397538082349778,0.061849675726856845,-0.06902453417732075,0.19272388563103443,0.04858142118906124,0.05164236218023735,0.9407280987555701,0.882492251820775,0.5,SIWKL_matrix_k31_alpha0p01_beta0p0001.txt
SIWKL,31,0.01,1e-06,236913,227854.9,2369.13,0.010397538082349778,0.061849497262977636,-0.06902450514190936,0.19272349966786465,0.04858129776248469,0.05164222131048029,0.9407282748433128,0.882492322388079,0.5,SIWKL_matrix_k31_alpha0p01_beta1em06.txt
SIWKL,31,0.001,1.0,236913,227854.9,236.913,0.0010397538082349777,0.06297932194507623,-0.06902781122513248,0.19498645511528492,0.07465811965393819,0.07945738133282755,0.9395995488602069,0.8816597938724452,0.5,SIWKL_matrix_k31_alpha0p001_beta1p0.txt
SIWKL,31,0.001,0.1,236913,227854.9,236.913,0.0010397538082349777,0.06196331656058501,-0.06879794921818906,0.19272458233935907,0.07354504967791634,0.07818974674592857,0.9405971081719344,0.8821246361329441,0.5,SIWKL_matrix_k31_alpha0p001_beta0p1.txt
SIWKL,31,0.001,0.01,236913,227854.9,236.913,0.0010397538082349777,0.06181045780940608,-0.06877260633817509,0.19239352195698725,0.07338446317827932,0.0780065126229811,0.9407479031008483,0.8821872428144787,0.5,SIWKL_matrix_k31_alpha0p001_beta0p01.txt
SIWKL,31,0.001,0.001,236913,227854.9,236.913,0.0010397538082349777,0.061794341732388555,-0.06877004793094305,0.19235873139572016,0.07336762308321476,0.07798729317570319,0.9407638103032959,0.8821937581463363,0.5,SIWKL_matrix_k31_alpha0p001_beta0p001.txt
SIWKL,31,0.001,0.0001,236913,227854.9,236.913,0.0010397538082349777,0.0617927212810625,-0.06876979184973987,0.19235523441186492,0.07336593077233858,0.07798536171166398,0.9407654098418512,0.88219441238691,0.5,SIWKL_matrix_k31_alpha0p001_beta0p0001.txt
