method,weight_function,capped_weight,k,alpha,beta,sample,class,silhouette_value
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1e-06,1.0,sample07.pathological,pathological,0.15332508004895126
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1e-06,1.0,sample08.pathological,pathological,0.1517065782910898
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1e-06,1.0,sample09.pathological,pathological,0.1566672904272827
SIWKL_inverse_sqrt_G,1/sqrt(G),True,31,1e-06,1.0,sample10.pathological,pathological,0.1560632961906415
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,1.0,1.0,sample01.functional,functional,-0.07422786794650472
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,1.0,1.0,sample02.functional,functional,-0.07053685284271351
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,1.0,1.0,sample03.functional,functional,-0.07088164036392638
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,1.0,1.0,sample04.functional,functional,-0.0690014766658998
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,1.0,1.0,sample05.functional,functional,-0.08052428481844283
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,1.0,1.0,sample06.pathological,pathological,0.171302029798127
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,1.0,1.0,sample07.pathological,pathological,0.17427003389229118
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,1.0,1.0,sample08.pathological,pathological,0.1738523569888781
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,1.0,1.0,sample09.pathological,pathological,0.18108644190889195
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,1.0,1.0,sample10.pathological,pathological,0.18143025828543846
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.1,1.0,sample01.functional,functional,-0.0737616077062163
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.1,1.0,sample02.functional,functional,-0.07010922699435097
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.1,1.0,sample03.functional,functional,-0.07070935631499477
SIWKL_inverse_sqrt_G,1/sqrt(G),True,41,0.1,1.0,sample04.functional,functional,-0.06877069671506712
